chr	start	end	geneID	geneSymbol	symbol	NLMeanCnt	NLCountValid	NLadjPval	enrichSig	SigPeakValue	ovSig
chr2	229921510	229924009	NM_001284216	TRIP12	promoter_50233	NA	NA	NA	NA	4.87167579223698	TRUE
chr2	229921510	229924009	NM_001348332	TRIP12	promoter_50234	NA	NA	NA	NA	4.87167579223698	TRUE
chr2	229921510	229924009	NM_001348328	TRIP12	promoter_50235	NA	NA	NA	NA	4.87167579223698	TRUE
chr2	229921290	229923789	NM_001348325	TRIP12	promoter_50236	NA	NA	NA	NA	4.87167579223698	TRUE
chr2	229921510	229924009	NM_001348331	TRIP12	promoter_50237	NA	NA	NA	NA	4.87167579223698	TRUE
chr2	229921290	229923789	NM_001348329	TRIP12	promoter_50238	NA	NA	NA	NA	4.87167579223698	TRUE
chr2	229921290	229923789	NM_001348327	TRIP12	promoter_50239	NA	NA	NA	NA	4.87167579223698	TRUE
chr1	156192103	156194602	NM_001377386	SLC25A44	promoter_5024	2.57557475556254	10	0	TRUE	NA	NA
chr2	229921510	229924009	NM_001348336	TRIP12	promoter_50241	NA	NA	NA	NA	4.87167579223698	TRUE
chr2	229922681	229925180	NM_001348335	TRIP12	promoter_50242	2.02472847366902	6	0	TRUE	4.87167579223698	TRUE
chr2	230068425	230070924	NM_152527	SLC16A14	promoter_50244	2.00242929820018	9	0	TRUE	NA	NA
chr1	156192103	156194602	NM_001377385	SLC25A44	promoter_5025	2.57557475556254	10	0	TRUE	NA	NA
chr1	156192103	156194602	NR_104411	SLC25A44	promoter_5026	2.57557475556254	10	0	TRUE	NA	NA
chr2	231035522	231038021	NM_001144994	C2orf72	promoter_50286	2.45242490775126	8	0	TRUE	4.20679357517415	TRUE
chr2	231463985	231466484	NM_005381	NCL	promoter_50304	2.91441672437447	8	0	TRUE	NA	NA
chr2	231711313	231713812	NR_036052	MIR1244-1	promoter_50313	2.16431934807015	6	0	TRUE	NA	NA
chr2	231711313	231713812	NR_036262	MIR1244-2	promoter_50314	2.16431934807015	6	0	TRUE	NA	NA
chr2	231711313	231713812	NR_036263	MIR1244-3	promoter_50315	2.16431934807015	6	0	TRUE	NA	NA
chr2	231711313	231713812	NR_128710	MIR1244-4	promoter_50316	2.16431934807015	6	0	TRUE	NA	NA
chr2	231784382	231786881	NM_001282952	COPS7B	promoter_50323	2.3201227844301	6	0	TRUE	NA	NA
chr2	231784444	231786943	NM_001308381	COPS7B	promoter_50324	2.30606126313914	5	0	TRUE	NA	NA
chr2	231784444	231786943	NM_001282950	COPS7B	promoter_50325	2.30606126313914	5	0	TRUE	NA	NA
chr2	231784444	231786943	NM_022730	COPS7B	promoter_50326	2.30606126313914	5	0	TRUE	NA	NA
chr2	231959582	231962081	NM_001257282	DIS3L2	promoter_50329	2.08295258942212	6	0	TRUE	NA	NA
chr2	231959712	231962211	NM_152383	DIS3L2	promoter_50330	2.01740138407767	6	0	TRUE	NA	NA
chr2	231959712	231962211	NR_046476	DIS3L2	promoter_50331	2.01740138407767	6	0	TRUE	NA	NA
chr2	231959712	231962211	NM_001257281	DIS3L2	promoter_50332	2.01740138407767	6	0	TRUE	NA	NA
chr2	231959712	231962211	NR_046477	DIS3L2	promoter_50333	2.01740138407767	6	0	TRUE	NA	NA
chr2	232550058	232552557	NM_145702	TIGD1	promoter_50348	2.24717946261705	8	0	TRUE	NA	NA
chr2	232550074	232552573	NR_049797	MIR5001	promoter_50349	2.25254630038439	8	0	TRUE	NA	NA
chr2	232695330	232697829	NM_001103148	GIGYF2	promoter_50360	2.0889324860385	6	0	TRUE	NA	NA
chr2	232695330	232697829	NM_001103147	GIGYF2	promoter_50361	2.0889324860385	6	0	TRUE	NA	NA
chr2	232695330	232697829	NM_015575	GIGYF2	promoter_50362	2.0889324860385	6	0	TRUE	NA	NA
chr2	232695330	232697829	NM_001103146	GIGYF2	promoter_50363	2.0889324860385	6	0	TRUE	NA	NA
chr2	232695330	232697829	NR_103495	GIGYF2	promoter_50364	2.0889324860385	6	0	TRUE	NA	NA
chr2	232695330	232697829	NR_103494	GIGYF2	promoter_50365	2.0889324860385	6	0	TRUE	NA	NA
chr2	232695330	232697829	NR_103493	GIGYF2	promoter_50366	2.0889324860385	6	0	TRUE	NA	NA
chr2	232732416	232734915	NR_103492	GIGYF2	promoter_50367	2.15805871745391	5	0	TRUE	NA	NA
chr2	232868085	232870584	NM_206895	SNORC	promoter_50373	2.02491798618499	7	0	TRUE	NA	NA
chr2	232873427	232875926	NM_001346121	SNORC	promoter_50374	2.19953568668788	7	0	TRUE	NA	NA
chr2	232873609	232876108	NR_144371	SNORC	promoter_50375	2.14380182360535	6	0	TRUE	NA	NA
chr2	232873831	232876330	NR_144372	SNORC	promoter_50376	2.05528202922146	6	0	TRUE	NA	NA
chr2	232927652	232930151	NM_001114090	NGEF	promoter_50378	2.08624963467906	6	0	TRUE	NA	NA
chr2	233305815	233308314	NM_000541	SAG	promoter_50391	1.61533158457495	7	0.00654755632446035	TRUE	NA	NA
chr2	233352493	233354992	NM_152879	DGKD	promoter_50392	2.88560503299375	7	0	TRUE	5.73269063700812	TRUE
chr2	233386153	233388652	NM_003648	DGKD	promoter_50393	2.73288862357559	11	0	TRUE	5.49630727953925	TRUE
chr2	233417211	233419710	NM_001377259	DGKD	promoter_50394	1.75647499326814	6	0	TRUE	NA	NA
chr1	11271197	11273696	NM_001330349	UBIAD1	promoter_504	2.59269782930114	6	0	TRUE	4.20556214431483	TRUE
chr2	233669897	233672396	NM_021027	UGT1A9	promoter_50416	1.94051447832694	5	0.00346708307307933	TRUE	4.26518300025095	TRUE
chr2	233679937	233682436	NM_019077	UGT1A7	promoter_50417	2.3238426166344	6	0	TRUE	NA	NA
chr2	233689669	233692168	NM_205862	UGT1A6	promoter_50418	2.08126516193325	9	0	TRUE	NA	NA
chr2	233690889	233693388	NM_001072	UGT1A6	promoter_50419	1.97681210895348	7	0	TRUE	NA	NA
chr2	233710991	233713490	NM_019078	UGT1A5	promoter_50420	1.77375089617498	5	0.00654755632446035	TRUE	NA	NA
chr2	233754846	233757345	NR_037694	LOC100286922	promoter_50424	2.07618845588089	7	0	TRUE	NA	NA
chr2	233754846	233757345	NR_037695	LOC100286922	promoter_50425	2.07618845588089	7	0	TRUE	NA	NA
chr2	233754846	233757345	NR_037696	LOC100286922	promoter_50426	2.07618845588089	7	0	TRUE	NA	NA
chr2	233758269	233760768	NM_000463	UGT1A1	promoter_50427	2.64903250574381	9	0	TRUE	4.46246976395247	TRUE
chr2	233773723	233776222	NM_001367507	MROH2A	promoter_50428	2.57097552392021	10	0	TRUE	4.188887218648	TRUE
chr2	234680667	234683166	NR_132376	LINC01173	promoter_50438	2.69821421759969	8	0	TRUE	3.99713499194615	TRUE
chr2	234950016	234952515	NM_014521	SH3BP4	promoter_50439	2.8990485682002	6	0	TRUE	NA	NA
chr2	234963338	234965837	NM_001371302	SH3BP4	promoter_50440	2.27345140561675	8	0	TRUE	NA	NA
chr2	234976702	234979201	NM_001371303	SH3BP4	promoter_50441	2.99670168916166	20	0	TRUE	NA	NA
chr2	234976702	234979201	NM_001371304	SH3BP4	promoter_50442	2.99670168916166	20	0	TRUE	NA	NA
chr2	234979373	234981872	NM_001371305	SH3BP4	promoter_50443	2.25338816896801	7	0	TRUE	NA	NA
chr2	235025734	235028233	NM_001371306	SH3BP4	promoter_50444	2.72719263385253	9	0	TRUE	NA	NA
chr2	235503750	235506249	NR_131900	AGAP1-IT1	promoter_50448	2.16057542672568	10	0	TRUE	NA	NA
chr2	235517422	235519921	NR_146582	TNRC17	promoter_50449	1.96098926001982	7	0	TRUE	NA	NA
chr2	237508930	237511429	NR_106869	MIR6811	promoter_50471	2.2908486059789	6	0	TRUE	NA	NA
chr2	237590235	237592734	NR_033308	RAB17	promoter_50473	1.96528914713662	8	0	TRUE	NA	NA
chr2	237590235	237592734	NM_022449	RAB17	promoter_50474	1.96528914713662	8	0	TRUE	NA	NA
chr2	237690163	237692662	NM_001137551	LRRFIP1	promoter_50476	3.39848331850056	10	0	TRUE	5.52075383894496	TRUE
chr2	237690204	237692703	NM_004735	LRRFIP1	promoter_50477	3.39848331850056	10	0	TRUE	5.52075383894496	TRUE
chr2	237690204	237692703	NM_001137552	LRRFIP1	promoter_50478	3.39848331850056	10	0	TRUE	5.52075383894496	TRUE
chr2	237690204	237692703	NM_001137553	LRRFIP1	promoter_50479	3.39848331850056	10	0	TRUE	5.52075383894496	TRUE
chr2	237857622	237860121	NM_001308353	RAMP1	promoter_50481	2.4414746826065	5	0	TRUE	NA	NA
chr2	237857622	237860121	NM_005855	RAMP1	promoter_50482	2.4414746826065	5	0	TRUE	NA	NA
chr2	237966792	237969291	NM_001278305	UBE2F	promoter_50491	NA	NA	NA	NA	4.1114335164799	TRUE
chr2	238059000	238061499	NM_016510	SCLY	promoter_50492	2.3551604777926	5	0	TRUE	NA	NA
chr2	238098339	238100838	NM_194312	ESPNL	promoter_50493	2.45158176596422	11	0	TRUE	NA	NA
chr2	238136667	238139166	NM_198582	KLHL30	promoter_50495	2.06077752079048	7	0	TRUE	NA	NA
chr1	11271197	11273696	NM_001330350	UBIAD1	promoter_505	2.59269782930114	6	0	TRUE	4.20556214431483	TRUE
chr2	238288111	238290610	NM_022817	PER2	promoter_50504	2.50348096946014	6	0	TRUE	NA	NA
chr2	238318517	238321016	NM_015650	TRAF3IP1	promoter_50505	2.3724850422638	6	0	TRUE	4.39226814283167	TRUE
chr2	238318543	238321042	NM_001139490	TRAF3IP1	promoter_50506	2.40101060215035	6	0	TRUE	4.39226814283167	TRUE
chr2	239401150	239403649	NM_001378415	HDAC4	promoter_50514	2.72425664494907	6	0	TRUE	NA	NA
chr2	239401150	239403649	NM_001378417	HDAC4	promoter_50515	2.72425664494907	6	0	TRUE	NA	NA
chr2	239303461	239305960	NR_036229	MIR4269	promoter_50522	3.10599368674814	14	0	TRUE	5.100211749975	TRUE
chr2	239351305	239353804	NR_039948	MIR2467	promoter_50523	2.05124627600486	6	0	TRUE	NA	NA
chr2	240024843	240027342	NR_136157	NDUFA10	promoter_50530	1.78993825931753	6	0.00346708307307933	TRUE	NA	NA
chr2	240024843	240027342	NR_136156	NDUFA10	promoter_50531	1.78993825931753	6	0.00654755632446035	TRUE	NA	NA
chr2	240024843	240027342	NR_136155	NDUFA10	promoter_50532	1.78993825931753	6	0.00346708307307933	TRUE	NA	NA
chr2	240024843	240027342	NM_001322020	NDUFA10	promoter_50533	1.78993825931753	6	0.00654755632446035	TRUE	NA	NA
chr2	240024843	240027342	NM_004544	NDUFA10	promoter_50534	1.78993825931753	6	0	TRUE	NA	NA
chr2	240024903	240027402	NM_001322019	NDUFA10	promoter_50535	1.78993825931753	6	0.00941700282752121	TRUE	NA	NA
chr2	240135848	240138347	NM_138336	COPS9	promoter_50538	2.42194814305726	6	0	TRUE	4.83040940914717	TRUE
chr2	240135806	240138305	NM_001163424	COPS9	promoter_50539	2.42194814305726	6	0	TRUE	4.83040940914717	TRUE
chr2	240560565	240563064	NM_001354023	ANKMY1	promoter_50544	2.2261572231089	6	0	TRUE	5.00233387119741	TRUE
chr2	240560565	240563064	NR_148696	ANKMY1	promoter_50545	2.2261572231089	6	0	TRUE	5.00233387119741	TRUE
chr2	240560565	240563064	NM_001308375	ANKMY1	promoter_50546	2.2261572231089	6	0.00654755632446035	TRUE	5.00233387119741	TRUE
chr2	240560565	240563064	NM_001354024	ANKMY1	promoter_50549	2.2261572231089	6	0	TRUE	5.00233387119741	TRUE
chr1	156295190	156297689	NM_001256605	GLMP	promoter_5055	1.93309198169999	7	0	TRUE	NA	NA
chr2	240560565	240563064	NM_001354025	ANKMY1	promoter_50551	2.2261572231089	6	0	TRUE	5.00233387119741	TRUE
chr2	240560565	240563064	NR_148697	ANKMY1	promoter_50552	2.2261572231089	6	0	TRUE	5.00233387119741	TRUE
chr2	240560611	240563110	NM_001354026	ANKMY1	promoter_50555	2.2261572231089	6	0	TRUE	5.00233387119741	TRUE
chr2	240560611	240563110	NR_148698	ANKMY1	promoter_50556	2.2261572231089	6	0	TRUE	5.00233387119741	TRUE
chr1	156295190	156297689	NM_001256604	GLMP	promoter_5056	1.93309198169999	7	0	TRUE	NA	NA
chr2	240623244	240625743	NM_005301	GPR35	promoter_50565	2.46006939629201	9	0	TRUE	NA	NA
chr1	156295190	156297689	NM_001256609	GLMP	promoter_5057	1.93309198169999	7	0	TRUE	NA	NA
chr1	156295190	156297689	NM_001256608	GLMP	promoter_5058	1.93309198169999	7	0	TRUE	NA	NA
chr1	156295180	156297679	NM_144580	GLMP	promoter_5059	1.93309198169999	7	0	TRUE	NA	NA
chr2	240895657	240898156	NM_001085437	MAB21L4	promoter_50595	1.60798789891221	6	0	TRUE	NA	NA
chr1	11271197	11273696	NM_013319	UBIAD1	promoter_506	2.59269782930114	6	0	TRUE	4.20556214431483	TRUE
chr1	156337916	156340415	NM_001008800	CCT3	promoter_5061	2.05914465398895	6	0	TRUE	NA	NA
chr2	241149480	241151979	NM_001252120	PASK	promoter_50613	2.50968539735429	5	0	TRUE	NA	NA
chr1	156337916	156340415	NR_036565	CCT3	promoter_5062	2.05914465398895	6	0	TRUE	NA	NA
chr2	241272335	241274834	NM_203346	HDLBP	promoter_50624	2.6646698497777	7	0	TRUE	4.76670668959778	TRUE
chr2	241272387	241274886	NM_001243900	HDLBP	promoter_50625	2.71690548631502	8	0	TRUE	4.76670668959778	TRUE
chr2	241272335	241274834	NM_001320967	HDLBP	promoter_50626	2.6646698497777	7	0	TRUE	4.76670668959778	TRUE
chr2	241271466	241273965	NM_001320966	HDLBP	promoter_50628	2.05285038957274	5	0	TRUE	4.76670668959778	TRUE
chr1	156337916	156340415	NR_036564	CCT3	promoter_5063	2.05914465398895	6	0	TRUE	NA	NA
chr2	241270163	241272662	NR_168372	LOC101927509	promoter_50630	1.87984157196574	6	0	TRUE	NA	NA
chr1	156337793	156340292	NM_005998	CCT3	promoter_5064	1.91670650940304	5	0	TRUE	NA	NA
chr1	156335313	156337812	NM_144627	TSACC	promoter_5065	2.31655589169679	5	0	TRUE	NA	NA
chr2	241508085	241510584	NM_001271980	STK25	promoter_50666	2.74345246507255	8	0	TRUE	NA	NA
chr2	241508085	241510584	NM_006374	STK25	promoter_50667	2.74345246507255	8	0	TRUE	NA	NA
chr2	241507846	241510345	NM_001271978	STK25	promoter_50668	2.24143507796581	5	0	TRUE	NA	NA
chr2	241508085	241510584	NM_001282308	STK25	promoter_50669	2.74345246507255	8	0	TRUE	NA	NA
chr2	241508085	241510584	NM_001271977	STK25	promoter_50670	2.74345246507255	8	0	TRUE	NA	NA
chr2	241508085	241510584	NM_001271979	STK25	promoter_50671	2.74345246507255	8	0	TRUE	NA	NA
chr2	241508085	241510584	NM_001282306	STK25	promoter_50672	2.74345246507255	8	0	TRUE	NA	NA
chr2	241509073	241511572	NM_001282305	STK25	promoter_50673	2.56747316875248	8	0	TRUE	NA	NA
chr2	241508196	241510695	NM_001282307	STK25	promoter_50674	2.82664577928308	8	0	TRUE	NA	NA
chr2	241556744	241559243	NM_032515	BOK	promoter_50676	2.0190697679099	8	0	TRUE	NA	NA
chr2	241617002	241619501	NM_001164356	THAP4	promoter_50678	2.21165373802846	7	0	TRUE	NA	NA
chr2	241700038	241702537	NM_001330162	ING5	promoter_50690	3.92274757323955	9	0	TRUE	NA	NA
chr2	241700038	241702537	NM_032329	ING5	promoter_50691	3.92274757323955	9	0	TRUE	NA	NA
chr2	241732629	241735128	NM_152783	D2HGDH	promoter_50692	2.04121005002707	6	0	TRUE	NA	NA
chr2	241732629	241735128	NM_001287249	D2HGDH	promoter_50693	2.04121005002707	6	0	TRUE	NA	NA
chr2	241732629	241735128	NR_109778	D2HGDH	promoter_50694	2.04121005002707	6	0	TRUE	NA	NA
chr2	241732629	241735128	NM_001352824	D2HGDH	promoter_50695	2.04121005002707	6	0.00346708307307933	TRUE	NA	NA
chr2	241774821	241777320	NM_022134	GAL3ST2	promoter_50696	2.22835262813835	6	0	TRUE	NA	NA
chr2_KI270769v1_alt	109966	112465	NM_018269	ADI1	promoter_50743	2.16197397255235	7	0	TRUE	NA	NA
chr2_KI270769v1_alt	109966	112465	NM_001306077	ADI1	promoter_50744	2.16197397255235	7	0	TRUE	NA	NA
chr2_KI270776v1_alt	110739	113238	NM_001382370	FAM240C	promoter_50763	1.65838577643312	5	0	TRUE	NA	NA
chr2_KI270776v1_alt	112063	114562	NM_001382368	FAM240C	promoter_50764	1.73706279964713	5	0.00346708307307933	TRUE	NA	NA
chr20	295569	298068	NM_033089	ZCCHC3	promoter_50818	NA	NA	NA	NA	4.86857203583999	TRUE
chr20	323570	326069	NM_006943	SOX12	promoter_50820	NA	NA	NA	NA	4.1022886876447	TRUE
chr20	378628	381127	NM_021158	TRIB3	promoter_50830	2.88527420336463	12	0	TRUE	4.24508629528233	TRUE
chr20	379294	381793	NM_001301196	TRIB3	promoter_50831	2.27742628463398	6	0	TRUE	4.24508629528233	TRUE
chr20	379294	381793	NM_001301201	TRIB3	promoter_50832	2.27742628463398	6	0.00346708307307933	TRUE	4.24508629528233	TRUE
chr20	379305	381804	NM_001301188	TRIB3	promoter_50833	2.27742628463398	6	0.00654755632446035	TRUE	NA	NA
chr20	379342	381841	NM_001301193	TRIB3	promoter_50834	2.31917110566125	6	0.00346708307307933	TRUE	NA	NA
chr20	379342	381841	NM_001301190	TRIB3	promoter_50835	2.31917110566125	6	0	TRUE	NA	NA
chr20	406049	408548	NM_001323960	RBCK1	promoter_50836	2.7757995722334	12	0	TRUE	NA	NA
chr20	406049	408548	NM_001323956	RBCK1	promoter_50837	2.7757995722334	12	0	TRUE	NA	NA
chr20	406298	408797	NM_031229	RBCK1	promoter_50838	2.61386635550679	10	0	TRUE	NA	NA
chr20	406298	408797	NM_001323958	RBCK1	promoter_50839	2.61386635550679	10	0	TRUE	NA	NA
chr20	406298	408797	NM_006462	RBCK1	promoter_50840	2.61386635550679	10	0	TRUE	NA	NA
chr20	406298	408797	NR_136659	RBCK1	promoter_50841	2.61386635550679	10	0	TRUE	NA	NA
chr20	1185421	1187920	NM_001304749	TMEM74B	promoter_50874	2.07233974282057	5	0	TRUE	NA	NA
chr20	1323342	1325841	NR_040049	SDCBP2-AS1	promoter_50889	1.56224512400523	5	0.00346708307307933	TRUE	NA	NA
chr20	1467193	1469692	NM_001206736	NSFL1C	promoter_50894	2.04277453087289	5	0	TRUE	NA	NA
chr20	1467193	1469692	NR_038164	NSFL1C	promoter_50895	2.04277453087289	5	0	TRUE	NA	NA
chr20	1467193	1469692	NM_018839	NSFL1C	promoter_50896	2.04277453087289	5	0	TRUE	NA	NA
chr20	1467193	1469692	NM_016143	NSFL1C	promoter_50897	2.04277453087289	5	0	TRUE	NA	NA
chr1	11653930	11656429	NM_012168	FBXO2	promoter_509	2.59156311710092	10	0	TRUE	4.73205039393186	TRUE
chr20	1892166	1894665	NM_001040022	SIRPA	promoter_50912	2.9820206992953	16	0	TRUE	NA	NA
chr20	1892166	1894665	NM_001330728	SIRPA	promoter_50913	2.9820206992953	16	0	TRUE	NA	NA
chr20	1892741	1895240	NM_080792	SIRPA	promoter_50914	2.88534745515915	13	0	TRUE	NA	NA
chr20	1893406	1895905	NM_001040023	SIRPA	promoter_50915	2.04942202195952	7	0	TRUE	NA	NA
chr20	1945209	1947708	NR_134520	PDYN-AS1	promoter_50916	2.4484337125141	9	0	TRUE	NA	NA
chr20	2470290	2472789	NM_198216	SNRPB	promoter_50927	2.04769196505455	5	0	TRUE	NA	NA
chr20	2470290	2472789	NM_003091	SNRPB	promoter_50928	2.04769196505455	5	0	TRUE	NA	NA
chr20	2663717	2666216	NM_001330763	IDH3B	promoter_50951	1.84037005495834	7	0.00654755632446035	TRUE	NA	NA
chr20	2663717	2666216	NM_006899	IDH3B	promoter_50952	1.84037005495834	7	0.00346708307307933	TRUE	NA	NA
chr20	2663717	2666216	NM_174855	IDH3B	promoter_50953	1.84037005495834	7	0.00941700282752121	TRUE	NA	NA
chr20	2663717	2666216	NR_136344	IDH3B	promoter_50954	1.84037005495834	7	0	TRUE	NA	NA
chr20	2663724	2666223	NM_001258384	IDH3B	promoter_50955	1.84037005495834	7	0	TRUE	NA	NA
chr20	2838696	2841195	NM_080413	VPS16	promoter_50966	2.32811574453484	6	0	TRUE	NA	NA
chr20	2838744	2841243	NM_022575	VPS16	promoter_50967	2.22037098791139	5	0	TRUE	NA	NA
chr1	156500276	156502775	NM_005920	MEF2D	promoter_5098	NA	NA	NA	NA	4.30033514710449	TRUE
chr20	3069619	3072118	NM_000915	OXT	promoter_50995	2.2040621781284	6	0	TRUE	NA	NA
chr20	3159366	3161865	NM_014948	UBOX5	promoter_50998	1.80578917506368	8	0.00346708307307933	TRUE	NA	NA
chr20	3159366	3161865	NM_001267584	UBOX5	promoter_50999	1.80578917506368	8	0	TRUE	NA	NA
chr1	11652406	11654905	NM_001304791	FBXO44	promoter_510	1.9800436528403	6	0	TRUE	NA	NA
chr20	3159366	3161865	NM_199415	UBOX5	promoter_51000	1.80578917506368	8	0	TRUE	NA	NA
chr20	3159366	3161865	NM_021826	FASTKD5	promoter_51001	1.80578917506368	8	0	TRUE	NA	NA
chr20	3204183	3206682	NM_023935	DDRGK1	promoter_51005	2.16347564168893	7	0	TRUE	3.43933628171693	TRUE
chr20	3206675	3209174	NM_001324237	ITPA	promoter_51007	1.77830856057595	5	0.00654755632446035	TRUE	NA	NA
chr20	3206675	3209174	NR_052000	ITPA	promoter_51008	1.77830856057595	5	0.00941700282752121	TRUE	NA	NA
chr20	3207497	3209996	NM_033453	ITPA	promoter_51014	1.6236496972554	5	0	TRUE	NA	NA
chr20	3207497	3209996	NR_052002	ITPA	promoter_51015	1.6236496972554	5	0	TRUE	NA	NA
chr20	3780949	3783448	NM_015417	SPEF1	promoter_51040	2.12108836828633	5	0	TRUE	NA	NA
chr20	3784771	3787270	NM_001287516	CDC25B	promoter_51042	2.55010858318598	6	0	TRUE	NA	NA
chr20	3784771	3787270	NR_136336	CDC25B	promoter_51043	2.55010858318598	6	0	TRUE	NA	NA
chr20	3784771	3787270	NM_001287517	CDC25B	promoter_51044	2.55010858318598	6	0	TRUE	NA	NA
chr20	3784771	3787270	NM_001287518	CDC25B	promoter_51045	2.55010858318598	6	0	TRUE	NA	NA
chr20	3793738	3796237	NM_021873	CDC25B	promoter_51046	1.67978889658108	5	0	TRUE	NA	NA
chr20	3793738	3796237	NR_136335	CDC25B	promoter_51047	1.67978889658108	5	0	TRUE	NA	NA
chr20	3793738	3796237	NM_001287519	CDC25B	promoter_51048	1.67978889658108	5	0.00941700282752121	TRUE	NA	NA
chr20	3793738	3796237	NM_001287520	CDC25B	promoter_51049	1.67978889658108	5	0.00941700282752121	TRUE	NA	NA
chr20	3793738	3796237	NM_021872	CDC25B	promoter_51050	1.67978889658108	5	0.00654755632446035	TRUE	NA	NA
chr20	3793738	3796237	NM_001287522	CDC25B	promoter_51051	1.67978889658108	5	0.00941700282752121	TRUE	NA	NA
chr20	3793738	3796237	NM_004358	CDC25B	promoter_51052	1.67978889658108	5	0	TRUE	NA	NA
chr20	3818523	3821022	NM_001204446	AP5S1	promoter_51055	2.39153551567129	7	0	TRUE	NA	NA
chr20	3818546	3821045	NM_018347	AP5S1	promoter_51056	2.39153551567129	7	0.00654755632446035	TRUE	NA	NA
chr20	3818546	3821045	NM_001204447	AP5S1	promoter_51057	2.39153551567129	7	0.00346708307307933	TRUE	NA	NA
chr20	3844798	3847297	NM_001206491	MAVS	promoter_51058	2.27724642753572	8	0	TRUE	NA	NA
chr20	3844833	3847332	NM_020746	MAVS	promoter_51059	2.27724642753572	8	0	TRUE	NA	NA
chr20	3844833	3847332	NR_037921	MAVS	promoter_51060	2.27724642753572	8	0	TRUE	NA	NA
chr20	3844833	3847332	NM_001385663	MAVS	promoter_51061	2.27724642753572	8	0	TRUE	NA	NA
chr20	3886780	3889279	NM_024960	PANK2	promoter_51062	2.56217860789528	7	0	TRUE	NA	NA
chr20	3886933	3889432	NM_001324192	PANK2	promoter_51063	2.62510503994904	7	0	TRUE	NA	NA
chr20	3886933	3889432	NM_153638	PANK2	promoter_51064	2.62510503994904	7	0	TRUE	NA	NA
chr20	4684455	4686954	NM_001080123	PRNP	promoter_51082	NA	NA	NA	NA	4.11514343273492	TRUE
chr20	4684455	4686954	NM_001080122	PRNP	promoter_51083	NA	NA	NA	NA	4.11514343273492	TRUE
chr20	4684455	4686954	NM_001080121	PRNP	promoter_51084	NA	NA	NA	NA	4.11514343273492	TRUE
chr20	4684455	4686954	NM_001271561	PRNP	promoter_51085	NA	NA	NA	NA	4.11514343273492	TRUE
chr20	4684455	4686954	NM_000311	PRNP	promoter_51086	NA	NA	NA	NA	4.11514343273492	TRUE
chr20	4684455	4686954	NM_183079	PRNP	promoter_51087	NA	NA	NA	NA	4.11514343273492	TRUE
chr20	5001011	5003510	NM_005116	SLC23A2	promoter_51094	2.1402595228143	5	0	TRUE	4.324518691297	TRUE
chr1	11652406	11654905	NM_183412	FBXO44	promoter_511	1.9800436528403	6	0	TRUE	NA	NA
chr20	5610507	5613006	NM_019593	GPCPD1	promoter_51114	3.57325431599338	12	0	TRUE	NA	NA
chr1	156727940	156730439	NM_001303095	ISG20L2	promoter_5112	2.54793343177745	5	0	TRUE	NA	NA
chr1	156727940	156730439	NM_001370152	ISG20L2	promoter_5113	2.54793343177745	5	0	TRUE	NA	NA
chr20	6765685	6768184	NM_001200	BMP2	promoter_51139	2.91268258637886	11	0	TRUE	5.73773648870835	TRUE
chr1	156728267	156730766	NM_001370151	ISG20L2	promoter_5114	2.81706455500847	6	0	TRUE	NA	NA
chr1	156728267	156730766	NM_001370150	ISG20L2	promoter_5115	2.81706455500847	6	0	TRUE	NA	NA
chr20	10431426	10433925	NM_018848	MKKS	promoter_51181	2.80574657383847	6	0	TRUE	5.06174835571212	TRUE
chr1	11652856	11655355	NR_130909	FBXO44	promoter_512	2.02142325001023	5	0.00654755632446035	TRUE	NA	NA
chr20	13239188	13241687	NR_040043	ISM1-AS1	promoter_51202	2.01720345083449	5	0	TRUE	NA	NA
chr1	156751733	156754232	NM_001126051	HDGF	promoter_5121	2.60965777762548	5	0	TRUE	NA	NA
